2000,most,0.7834525025536262
2000,least,0.39989785495403474
4000,most,0.8153728294177732
4000,least,0.39989785495403474
6000,most,0.8296731358529111
6000,least,0.39989785495403474
8000,most,0.8375893769152196
8000,least,0.39989785495403474
10000,most,0.8460163432073544
10000,least,0.3830439223697651
12000,most,0.8485699693564862
12000,least,0.3868743615934627
14000,most,0.8485699693564862
14000,least,0.4262002042900919
16000,most,0.8493360572012257
16000,least,0.4583758937691522
18000,most,0.8503575076608785
18000,least,0.5081716036772217
20000,most,0.851123595505618
20000,least,0.559244126659857
10,most,0.42568947906026555
10,most,0.42568947906026555
10,most,0.42568947906026555
